15806.277014895995,-83787.03949382242,14657.657805699759,8316.757273673891,-82542.98313904335,-29334.50616960441,56407.257804866815,-21686.79158241118,-12303.768043112022,-4062.727311668995,-61957.30531847147,-59708.5167303791,18826.411110572717,-28481.910236875596,-18581.984350525032,-14274.417649209317,39716.209606800054,58758.119668259365,-50476.39839427143,2162.5734850709646,72799.9145810953,-67116.78562665399,13301.234697735606,13507.640899789372,71904.93473728385,-59519.16080567868,51584.029383382156,64843.1285568615,77794.8627601941,5537.833897910477,22774.907971661833,-63753.39038065089,3172.8918208560513,921.5652870906117,-6364.676279328067,-14474.743763238546,-36313.219004681196,-63908.52096364482,-18692.643194446075,-16309.112264248339,31322.67786291371,-1550.3145182887638,1883.1815020554952,-75719.37715983369,-32401.664088929778,58491.41509240983,-29821.692037602967,58786.47494090541,-45120.885904404175,-12890.956787934108
10277.953697133355,36217.36702940997,29338.12453070211,2421.8177146055714,-18078.18545032558,30341.63420221067,52302.25499558372,10723.209121501945,-5244.499944976683,-57577.14024506891,-40558.894435156755,-64831.25626341482,-45400.57392999825,10835.169291617503,-34889.2049193373,-9347.84075031093,-59951.72125773155,44022.42675096285,52869.431698334214,53893.10584679652,2394.8191336182417,18571.14207155779,103295.35792855505,-138995.65856992453,-55299.609150126176,-13462.87288557512,36709.9750300167,8288.238184167072,22949.824039438805,-80669.58164496276,67818.15217468936,24346.181322211312,-111795.40056930068,49796.62089809855,56408.99475976632,-40828.19477890108,20655.78480624364,-14009.172757841432,-3165.812363895646,-9765.094736665964,33606.37172283188,-19330.51837622464,-52639.56598539299,15434.752362680985,-19752.268433968948,-20052.9279025701,-37474.880890124965,-6565.899683350662,-46420.841354969554,-21761.98106135119
-52775.46333900598,11666.354705231688,4121.798107352787,16360.432338476783,30210.347229863168,32775.97833056514,-37356.764954144535,-2200.8515169718394,12134.549240276318,10889.124663294055,45755.25142325066,23244.728740798484,40592.6177193601,44631.56668421875,-744.4041052257116,-23762.297772344824,-7201.619027685851,-67021.88563736338,-36375.12734905391,81973.41390873994,-70671.04346655429,-21461.27828095177,-77598.76076380101,35488.470472027424,42886.13589147435,12431.12730156981,18240.148015523235,-79924.63397299807,10817.950467679015,-32390.66521024146,38288.89698278808,31016.358661496022,3017.009321980171,-47466.600963866185,-38145.655314507654,-8106.014013829154,62564.04426189747,-10891.645797905643,-44008.10525019519,-45431.033731063195,79087.78894361878,25380.13011619466,2889.8173593832444,-14280.245896576762,-7574.656491897391,79358.47429149204,-21032.775577251792,-49320.9144269753,57437.235672681185,6958.855406797823
-55153.50604580712,-28734.710911700164,-30319.340180289368,-8899.330208358822,-24830.6707840351,26312.80936108925,49927.01633436155,30516.91591954679,40593.94764953343,-44840.692981559616,-147685.2767035877,-5432.931137785672,46594.283895426524,-107152.8707346656,-47284.73176127522,-3062.8583436722156,-12805.182751060136,78.61386850064412,30552.348685984376,41485.19228776333,-58059.27491616182,45905.544322227965,38826.66928727318,-51238.96822711085,-39206.81963374328,6071.917621184135,74010.48533578272,62476.81294540272,23856.68448050868,-48472.14239017096,55002.06626351145,70037.69515585905,12302.855285557807,17975.18224412579,-30685.648485765174,-57077.36511369419,-45856.30850248145,-6602.787771902244,98860.2529811944,931.7754209154836,79566.8010003156,-100010.75724726828,-25431.82843720918,-14976.171900870779,11548.326491572829,42362.75288736609,-11404.292897661433,-27310.448902261913,32017.298032444152,53501.116305035626
-8828.13474978091,-81214.24719306813,-99931.70811196956,147547.34017397882,-15750.875548833412,27491.447042249565,-8637.89219386771,-4909.387547287521,-10149.215725497206,19317.17927967949,54470.19091623159,69889.16800922854,-97250.69663687519,-10874.613880818484,14232.720046246417,-17264.511107217637,-13987.590929637363,33541.20594244513,-35656.28294182427,4642.832079382177,-25011.27767239006,-4489.745054123185,-95822.67360064558,33368.340544489765,74201.50489049558,-6161.4114471065195,46977.312150314785,-24757.90582707066,-27056.364964359418,28127.83519096618,-27984.86049441248,-12711.815687655255,67471.42553885886,37617.22091676423,-76985.35582234002,5226.674323108911,24486.458549633455,-60557.6606555683,38930.88594601164,53.36707408437863,8788.279658736328,-42866.25851523988,62350.82092013994,-30579.57895483863,37058.24807340961,-63936.90125515715,-48309.7954081861,59866.909103533995,19315.400161022168,23363.41078614708
-20038.02733199429,32873.14362377216,-3692.407316842076,-20618.84428838148,49474.81786944186,5159.6481038269385,105869.79060800659,24173.888277385504,3697.897084245642,-11518.093021446954,9116.364223937777,-15842.085872479745,-5854.642996382629,-32402.07653508918,15612.563992219511,74478.90966108805,48239.54338079923,-9121.936711164859,46130.253501489206,89185.04465313122,-34483.03398693069,-16797.94998832364,98186.87830129435,-67007.23291991766,-66658.38304122306,30648.581593284864,31273.757144319465,32535.66236676667,18833.574888449773,30540.43820502202,11479.979732865066,52431.01533407503,-37788.69216853652,-22641.156183240742,-99991.27248244896,-43948.770461723434,-48247.37394508219,29665.89645262434,27653.87285509581,-25059.42957857548,35374.73571258434,-42534.57984221787,34829.61426204681,60733.829566719935,-29991.178638342026,-10651.869577817026,-32588.881134728592,-51561.26468477059,42781.95934873504,57991.32976588886
-22949.312138261605,47290.25438746754,-60228.80326935476,-76897.96399085014,11218.498948271183,-12184.51952510875,63831.806693735714,10035.187806085012,-52156.77178025257,-53183.47814876919,-22839.979228677606,-3627.9231742713187,-10666.469039681311,-8493.593883681406,-63511.69326151667,87814.5158076176,-39007.40175001243,-79584.9511952899,16272.025528237855,-14121.587206691076,-73666.94309256713,49186.61712159596,-47216.52036016477,-24916.243800309006,-34201.74625605929,-15914.640853389566,-8381.984472121801,-47950.53866190911,24327.00704632609,-36296.00645675398,87471.64371401137,68064.67361616828,101765.88796738347,10089.160524187158,26350.16471333612,62714.022805826826,51967.74568829435,-6477.987416916911,93648.99610369436,103871.25740702187,58844.94403679784,-47318.16150370314,-64875.99941524989,31366.11812433786,-40948.533926653545,61527.31673606171,1927.0545627641927,-141026.92879690396,111613.90022181872,-12591.937843548652
-43632.91224002815,-72501.22006431961,-21047.407413616755,51108.76582434433,-19511.398943971857,-44579.456362535966,-66531.70986331065,24061.980430244465,17437.28217014391,-10944.51007506856,-6887.263186966792,-496.33652843889706,76721.51708243146,54853.72918563059,-2544.229433984223,7681.54479173848,15002.55136549657,50709.410748046335,-38918.33211171484,-26622.469508596998,-19143.199433613878,50412.837733172855,87356.0689105519,-47165.50159494935,-57195.22963113494,30695.56287341147,-56966.165141083475,2734.529547473772,30151.613169270662,120462.02450769093,4103.217943846837,-35688.83156033469,2803.054069662976,6851.206330976002,-71149.8295468325,1182.4817933688023,24356.89772948721,-51613.8128431474,-20913.012110532796,-12700.251856637944,-16763.971749229706,-46918.194013070985,62660.029643844966,62850.21374857686,-6792.254651624873,-25645.411162214306,17067.699585479073,35771.33117133419,-25405.11273843274,47441.41645293447
25983.649941394524,-8921.660230428377,-43612.44164818612,-4359.061323119346,-22768.53867380985,-100311.97301811857,-10427.32954632313,-103096.6391804472,17933.234408004886,18849.42307314798,-29296.386336222753,-21697.01595868776,39952.215498543585,-69337.23855816534,61426.51089936462,111749.11064162027,64134.399723834205,-21848.372456189518,-13056.633397784779,32658.547906731044,53320.273513538996,-27388.122680025444,26969.782036952653,-22123.24049539235,51268.103572028194,-6291.952733725409,8026.686834924899,109450.7984994501,99178.44651148298,44162.14620309119,16442.214036493853,-85912.56476374842,60681.65025823217,-20852.892298209597,23724.83291497834,-10720.315600045076,-92565.76845415795,18509.154349568933,63610.187277375626,10784.054147310078,-119769.93303479842,-15105.4252092456,85195.16376368931,-23897.191879955513,-27663.630259329482,-20833.923316471217,80541.48128339223,26427.32697066428,-47276.756758032156,-97316.38657497804
-24039.41232058505,-14585.331318782868,-16804.931260896145,18108.99125925095,12140.192973231307,75031.1604618798,17451.687399165054,23073.973276215303,-18299.412282528996,-24955.271156313367,29086.739420956845,12700.242429826632,14938.083988761813,77876.87711809918,34117.25023553114,27727.57171887022,-57910.81908819837,-60204.37253216277,6817.576643533623,10851.376908190423,-24214.163399262306,41558.9674872734,-13139.643407627043,11186.255381000174,-65584.57188414133,-27278.09544463351,-74568.2241395014,-51789.974991165494,-66005.07953984074,5660.657151647129,-56209.265827771436,49212.156555633585,-13157.502012624338,-42225.82591748203,-6712.1394917810185,-7424.331589647487,87511.42755765484,-62685.56357472667,-19530.73618950772,53410.34986417159,-58131.916875980176,53608.79621265847,-1906.7696330567978,18312.430808813195,18673.843700233345,15350.888733093545,55594.455156588185,41313.601811712724,23942.77182713985,19686.668271979663
